,created_at,text,username,retweet_count,reply_count,like_count,quote_count
1070,2022-01-28 18:38:00+00:00,"A note for an experienced Chemist and Pharmaceutical Technologist, to the future scientists.. 
Take your profession seriously, and learn your field as #Chemistry deserves it… https://t.co/CQux0x6N6l",NNSANews,1,0,10,0
1071,2022-01-28 18:37:51+00:00,"We (that’s me and the Holy spirit) aren’t the first person to conclude that water is a physical substance which allows God to manifest his glory. Elisha understood it too.
https://t.co/ca0u9gU5Cf
#bible #biology #chemistry #physics #science #water #winstonsalem #wsnc #myws https://t.co/IEIaZ0vu1g",ACSPROF,1,0,1,0
1072,2022-01-28 18:36:01+00:00,"In January 1934, Frédéric Joliot and Irène Joliot-Curie, Marie Curie's daughter, conducted the first demonstration of artificial #radioactivity. The couple went on to receive the #NobelPrize for #chemistry the following year. #WomeninSTEM #nuclearscience https://t.co/68NytdJ1kl",OpenStudios1,5,0,15,1
1073,2022-01-28 18:30:04+00:00,What  lessons can scienctists learn from #improv to improve collaboration in professional &amp; personal settings? Learn more during the upcoming FREE Interactive #ACSWebinar. Save your seat at https://t.co/u83UIAU4qz #Chemistry #Science #Communication @ACSPROF https://t.co/joZElzfsNj,psi_bar,1,0,2,0
1074,2022-01-28 18:30:02+00:00,Her Story v2 featuring Ryoko the Scientist Fitted Scoop T-Shirt https://t.co/PrQ9yytIiu  #science #scientist #femalescientist #womens #womeninstem #female #feminist #stem #chemistry #girls https://t.co/ZEPV1ubtr4,myprowriters01,1,0,0,0
1075,2022-01-28 18:30:02+00:00,Her Story v2 featuring Ryoko the Scientist Baseball ¾ Sleeve T-Shirt https://t.co/0hj8HXpHxf  #science #scientist #femalescientist #womens #womeninstem #female #feminist #stem #chemistry #girls https://t.co/76qz6RpnXj,ProOpenwriter,1,0,0,0
1076,2022-01-28 18:30:00+00:00,"""If mathematical analysis should ever hold a prominent place in chemistry – an aberration which is happily almost impossible – it would occasion a rapid and widespread degeneration of that science."" (Auguste Comte, philosopher)

#quotes #mathematics #chemistry",Arthuria0606,0,0,1,0
1077,2022-01-28 18:23:09+00:00,"For all your lab reports this semester
#biology #Chemistry #Physics #LALvsPHI
DM @myprowriters01 

Call/Text/Instagram/WhatsApp:+1(518) 594-2690

#USA #UK #Australia #Kuwait #Canada #UAE https://t.co/aloYprQvNP",theoctanium,1,0,1,0
1078,2022-01-28 18:20:57+00:00,"Researcher within Chemical engineering, Chemistry, Nanotechnology – NTNU, Norway, 2022 https://t.co/lzjh1olSQw

#norwayresearcherpositions #Researcher #chemistry #chemicalengineering #nanotechnology #NTNU #norway #norwayjobs",aegean2356,0,0,0,0
1079,2022-01-28 18:11:03+00:00,"We have the best tutors to take up your;-

Spring classes 
#essaydue
Paper pay
Someone help 
Case study
Do my homework
Online classes
#Math
pay assignment
homework
essay write
#Chemistry
Physiology
Physics..
Biology
Engineering
History
#essaypay

DM",PapersStella,0,0,0,0
1080,2022-01-28 18:08:37+00:00,"Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",sailormarsnft,0,0,0,0
1081,2022-01-28 18:08:06+00:00,"@aegean2356 Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",SabrinasNFT,0,0,0,0
1082,2022-01-28 18:07:52+00:00,"Hi there, for best grades
#Online classes
#Maths
#Algebra
#Calculus
#Geometry
#Accounting
#Stats
#English
#Essays
#Research papers
#Projects
#Thesis
#Business
#Geology
#History
#Philosophy
#Psychology
#Chemistry
#Biology
 #Anatomy
#Physiology
💯%legit
#Dm me 24/7.",NFT_enthusiasts,0,0,0,0
1083,2022-01-28 18:07:19+00:00,"@sailormarsnft Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",NFTShillMachine,0,0,0,0
1084,2022-01-28 18:06:57+00:00,"@SabrinasNFT Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",msperanft,0,0,0,0
1085,2022-01-28 18:06:35+00:00,"@NFT_enthusiasts Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",dirtyducktoken,0,0,0,1
1086,2022-01-28 18:06:21+00:00,"@NFTShillMachine Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",psikoape,0,0,0,0
1087,2022-01-28 18:06:09+00:00,"@msperanft Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",almostoneword,0,0,0,0
1088,2022-01-28 18:05:49+00:00,"@dirtyducktoken Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",salemmohalesh75,0,0,0,0
1089,2022-01-28 18:05:32+00:00,"@psikoape Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",nftbadger,0,0,0,0
1090,2022-01-28 18:05:19+00:00,"@salemmohalesh75 Jesse Pinkman and Walter White

#chemistry",NFTaggregator,0,1,14,0
1091,2022-01-28 18:05:19+00:00,"@nftbadger Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",Nftverse0,0,0,0,0
1092,2022-01-28 18:05:05+00:00,"@NFTaggregator Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",DWszystkiego,0,0,0,0
1093,2022-01-28 18:04:52+00:00,"@Nftverse0 Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",DoloNFT,0,0,0,0
1094,2022-01-28 18:04:34+00:00,"@DWszystkiego Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",juldreamdesign,0,0,0,1
1095,2022-01-28 18:04:20+00:00,"@DoloNFT Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",Elder_NFT,0,0,0,0
1096,2022-01-28 18:04:04+00:00,"@juldreamdesign Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",chemstats,0,0,0,0
1097,2022-01-28 18:03:38+00:00,"@Elder_NFT Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",CedrichCooper,0,0,0,0
1098,2022-01-28 18:03:29+00:00,"We have the best tutors to take up your;-

Spring classes 
#essaydue
Paper pay
Someone help 
Case study
Do my homework
Online classes
#Math
pay assignment
homework
essay write
#Chemistry
Physiology
Physics..
Biology
Engineering
History
#essaypay

DM @chemstats https://t.co/BoTm3IVd63",zachologylol,0,0,0,0
1099,2022-01-28 18:03:22+00:00,"@CedrichCooper Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",NFTprime1,0,0,0,0
1100,2022-01-28 18:03:06+00:00,"@zachologylol Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",ApeSkyel,0,0,0,0
1101,2022-01-28 18:02:26+00:00,"@NFTprime1 Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",kenjori3,0,0,0,0
1102,2022-01-28 18:02:05+00:00,"@ApeSkyel Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",jeremyfall,0,0,0,0
1103,2022-01-28 18:01:50+00:00,"@kenjori3 Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",NFTQueenETH,0,0,0,1
1104,2022-01-28 18:01:19+00:00,"@jeremyfall Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",WinslerinaA,0,0,0,0
1105,2022-01-28 18:00:56+00:00,"@NFTQueenETH Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",LobsterBC,0,0,0,0
1106,2022-01-28 18:00:34+00:00,"@WinslerinaA Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",fancydude8,0,0,0,0
1107,2022-01-28 18:00:16+00:00,"@LobsterBC Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",allnftshere,0,0,0,0
1108,2022-01-28 18:00:03+00:00,"@fancydude8 Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",Un7een,0,0,0,0
1109,2022-01-28 17:59:42+00:00,"@allnftshere Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",ChicagoEssays,0,0,0,0
1110,2022-01-28 17:59:14+00:00,"@Un7een Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",HwExpert,0,0,0,0
1111,2022-01-28 17:58:38+00:00,"Online expert Homework Help in
Mechanical/Electrical/Electronic/Civil/Enviornimital/Software/Computer/Chemical 
#Engineering
 #python #mathematics #statistics #chemistry #sociology #economics #psychology #marketing #business #accounting #finance #software #java #electrical
Help.",atimetass,1,0,0,0
1112,2022-01-28 17:58:17+00:00,"Online expert Homework Help in
Mechanical/Electrical/Electronic/Civil/Enviornimital/Software/Computer/Chemical 
#Engineering
 #python #mathematics #statistics #chemistry #sociology #economics #psychology #marketing #business #accounting #finance #software #java #electrical
Help",ZeroPlagiarism,4,0,2,0
1113,2022-01-28 17:58:17+00:00,"@atimetass Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",Choi3Choice,0,0,0,0
1114,2022-01-28 17:58:08+00:00,"Online expert Homework Help in
Mechanical/Electrical/Electronic/Civil/Enviornimital/Software/Computer/Chemical 
#Engineering
 #python #mathematics #statistics #chemistry #sociology #economics #psychology #marketing #business #accounting #finance #software #java #electrical
Help",NFTMechaEN,1,0,0,0
1115,2022-01-28 17:58:00+00:00,"@Choi3Choice Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",valleyTheCat,0,0,0,0
1116,2022-01-28 17:57:56+00:00,"Online expert Homework Help in
Mechanical/Electrical/Electronic/Civil/Enviornimital/Software/Computer/Chemical 
#Engineering
 #python #mathematics #statistics #chemistry #sociology #economics #psychology #marketing #business #accounting #finance #software #java #electrical
Help",itsdummysays,1,0,0,0
1117,2022-01-28 17:57:38+00:00,"@NFTMechaEN Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",BellatorNft,0,0,0,1
1118,2022-01-28 17:56:03+00:00,"Improve your GPA with us now 
Python
Thesis
Online classes
Assignments
Essays 
Reflection papers.
Essay due.
Pay write
Do my homework
Science
Exams
English
 #Chemistry
Physics
Mathlab 
Biology lab
@AccurateWriter8",AccurateWriter8,0,0,0,0
1119,2022-01-28 17:55:42+00:00,"@killerqueen_nft Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",Arthuria0606,0,0,0,0
1120,2022-01-28 17:55:06+00:00,"@A_NFT_Collector Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",killerqueen_nft,0,0,0,0
1121,2022-01-28 17:54:45+00:00,"@allnftshere Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",theoctanium,0,0,0,0
1122,2022-01-28 17:54:09+00:00,"@NFTWooman Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",A_NFT_Promoter,0,0,0,0
1123,2022-01-28 17:53:35+00:00,"@NFTCompanyy Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",allnftshere,0,0,0,0
1124,2022-01-28 17:53:27+00:00,"Improve your GPA with us now 
Python
Thesis
Online classes
Assignments
Essays 
Reflection papers.
Essay due.
Pay write
Do my homework
Science
Exams
English
 #Chemistry
Physics",NFTWooman,1,0,0,0
1125,2022-01-28 17:53:24+00:00,"Improve your GPA with us now 
Python
Thesis
Online classes
Assignments
Essays 
Reflection papers.
Essay due.
Pay write
Do my homework
Science
Exams
English
 #Chemistry
Physics
Mathlab 
Biology lab

DM the prompt ASAP  @39_writers",NFTCompanyy,1,0,0,0
1126,2022-01-28 17:53:06+00:00,"@LokiNfts Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",Globalwriters13,0,0,0,0
1127,2022-01-28 17:52:48+00:00,"@blazebyy Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",39_writers,0,0,0,0
1128,2022-01-28 17:52:39+00:00,"Improve your GPA with us now 
Python
Thesis
Online classes
Assignments
Essays 
Reflection papers.
Essay due.
Pay write
Do my homework
Science
Exams
English
 #Chemistry
Physics
Mathlab 
Biology lab

DM the prompt ASAP for quick assistance.",LokiNfts,2,0,1,0
1129,2022-01-28 17:52:19+00:00,"@Whiteirons112 Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",blazebyy,0,0,0,0
1130,2022-01-28 17:51:12+00:00,"@shillerqueen11 Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",WritersTutors2,0,0,0,0
1131,2022-01-28 17:50:05+00:00,"@BuffyNftSlayer Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",Whiteirons112,0,0,0,0
1132,2022-01-28 17:49:45+00:00,"@JainaSorcerer Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",shillerqueen11,0,0,0,0
1133,2022-01-28 17:49:24+00:00,"@NFTOlga Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",BuffyNftSlayer,0,1,0,1
1134,2022-01-28 17:49:10+00:00,"@RoofGanz Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",JainaSorcerer,0,0,0,1
1135,2022-01-28 17:48:46+00:00,"@NFTShillMachine Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo51l2A
https://t.co/JRvCN3IJE3

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",NFTOlga,0,0,0,0
1136,2022-01-28 17:48:10+00:00,"@MobidikNFT Check out this Chemistry-themed NFT 
@theoctanium! 

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A
https://t.co/JRvCN40SSb

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",RoofGanz,0,0,0,0
1137,2022-01-28 17:47:00+00:00,Handmade #PeriodicTable wooden clock -  #Chemistry #Science #Holiday #ISpyAPeriodicTable - WorldwideShipping https://t.co/m3wm0RApG0 https://t.co/YL60FFdbOJ,NFTShillMachine,0,0,0,0
1138,2022-01-28 17:46:45+00:00,"NEED SOMEONE TO ACE YOUR ASSIGNMENTS?.
#ONLINE CLASS
#MATHS
#ACCOUNTING
#STATS
#ENGLISH
#ESSAYS
#RESEARCHER PAPERS
#THESIS
#BUSINESS 
#ECONOMICS
#LAW
#PSYCHOLOGY
#PHILOSOPHY
#HISTORY
#SOCIOLOGY
#PHYSICS
#BIOLOGY
#ANATOMY
#PHYSIOLOGY
#CHEMISTRY
#GEOLOGY
#LAB REPORTS 
DM ME 24/7.",MobidikNFT,0,0,0,0
1139,2022-01-28 17:45:44+00:00,"@MorveraSpiny Check out this Chemistry-themed NFT 
@theoctanium! 
https://t.co/JRvCN40SSb

Don't miss their presale starting from 29th January 2022 at 2 PM UTC until 5th February 2 PM UTC.
https://t.co/MpHMo4Ki0A

#NFT #NFTCommunity #NFTartist #Octanium #Chemistry",woodentek,0,0,0,0
1140,2022-01-28 17:45:09+00:00,"#ADEPT TUTOR 
#CHEAP COSTS
#PROMPTDELIVERY
💯%legit
#ONLINE CLASSES
#MATHS
#ALGEBRA
#CALCULUS
#ACCOUNTING
#STATS
#ENGLISH
#ESSAYS
#RESEARCH PAPERS
#PROJECTS
#THESIS
#BUSINESS
#HISTORY
#PHYLOSOPHY
#PSYCHOLOGY
#GEOLOGY
#CHEMISTRY
#PHYSICS
#BIOLOGY
 #ANATOMY
#DM ME 24/7",TASKSHELP,0,0,0,0
1141,2022-01-28 17:40:59+00:00,"We offer Online class homework, assignment and exam help experts      

➡️Mathematics
➡️Chemistry
➡️Physics      
➡️Statistics
➡️Biology      
➡️Business           
➡️ Finance    
➡️Economics

 #mathematics #statistics #chemistry #economics #business #help #finance

Homework help",MorveraSpiny,1,0,0,0
1142,2022-01-28 17:40:50+00:00,"We offer Online class homework, assignment and exam help experts      

➡️Mathematics
➡️Chemistry
➡️Physics      
➡️Statistics
➡️Biology      
➡️Business           
➡️ Finance    
➡️Economics

 #mathematics #statistics #chemistry #economics #business #help #finance

Homework help",THETOTALTP5,1,0,0,0
1143,2022-01-28 17:40:42+00:00,"We offer Online class homework, assignment and exam help experts      

➡️Mathematics
➡️Chemistry
➡️Physics      
➡️Statistics
➡️Biology      
➡️Business           
➡️ Finance    
➡️Economics

 #mathematics #statistics #chemistry #economics #business #help #finance

Homework help",ZeroPlagiarism,1,0,0,0
1144,2022-01-28 17:38:06+00:00,"Improve your GPA with us now 
Python
Thesis
Online classes
Assignments
Essays 
Reflection papers.
Essay due.
Pay write
Do my homework
Science
Exams
English
 #Chemistry
Physics
Mathlab 
Biology lab

DM @CustomPapers13",ChicagoEssays,0,0,0,0
1145,2022-01-28 17:36:57+00:00,Kinetic Approach to Water Flow lab. #APChemistry #Chemistry #ChemicalKinetics https://t.co/veELZxZese,HwExpert,1,0,1,0
1146,2022-01-28 17:29:20+00:00,"Another frequently asked question about slide-mounted IR accessories! 

https://t.co/sKO9jemhPs 

#spectroscopy #ATR #FTIR #IR #Chemistry #technology #science #applications #research #lab",CustomPapers13,0,0,0,0
1147,2022-01-28 17:26:38+00:00,"We have the best tutors to take up your;-

Spring classes 
#essaydue
Paper pay
Someone help 
Case study
Do my homework
Online classes
#Math
pay assignment
homework
essay write
#Chemistry
Physiology
Physics..
Biology
Engineering
History
#essaypay

DM at PaperAcademia",SlySciKHS,0,0,0,0
1148,2022-01-28 17:21:32+00:00,"New Research: Nuclear Targeted Peptide Combined With Gambogic Acid for Synergistic Treatment of Breast Cancer: As a natural compound, gambogic acid (GA) emerged a shining multi-target antitumor activity in a variety of tumors. Whereas its poor… https://t.co/Uf4quTLIyH #chemistry",PIKETechnologi1,0,0,0,1
1149,2022-01-28 17:20:00+00:00,"Intro to the ""Love Drug"" -- #MDMA ➡️ https://t.co/w65ZZNxQ5d 👅💕🦄

#psychedelics #psychotherapy #chemistry #education https://t.co/261q9aPLhz",PaperAcademia,1,0,3,0
1150,2022-01-28 17:18:45+00:00,"We are all about quality.
pay us write:
#Essay
 assignments
research paper
#history
term paper
#online classes
math
#Chemistry
Dm @Doctor_Edith06 https://t.co/5YRSlgCmIZ",FrontChemistry,0,0,0,0
1151,2022-01-28 17:16:22+00:00,"We can assist you to handle your papers as you focused on your job
Kindly share the prompt.
#pay essay
#assignment pay
#homework
#chemistry
#maths
#case study
#online class
#research paper
#statistics
#project
#accounting
#geometry
#literature
#nursing
#lab report
#psychology",psiloacademy,0,0,0,0
1152,2022-01-28 17:15:07+00:00,Don't miss this open #PhD position offered at @HereonHelmholtz - It could be your chance! 👉https://t.co/q1j525wcYR #PhDGermany #Chemistry #Physics #MechanicalEngineering #Mathematics https://t.co/dJadVee0nz,Doctor_Edith06,4,0,11,0
1153,2022-01-28 17:12:35+00:00,"Improve your GPA with us now 
Python
Thesis
Online classes
Assignments
Essays 
Reflection papers.
Essay due.
Pay write
Do my homework
Science
Exams
English
 #Chemistry
Physics
Mathlab 
Biology lab

DM @TrustedWritters",MasterwritersUS,0,0,1,0
1154,2022-01-28 17:12:03+00:00,"Improve your GPA with us now 
Python
Thesis
Online classes
Assignments
Essays 
Reflection papers.
Essay due.
Pay write
Do my homework
Science
Exams
English
 #Chemistry
Physics
Mathlab 
Biology lab

DM @GeniusEssayWri1",ResearchGermany,0,0,0,0
